id, journal, dates, title, author, citation
"38026","Journal of Public Economics","1995, Volume 57, Issue 2","The taxation of mobile capital","central cities by Noiset, Luc & Oakland, William","24"
"38106","Journal of Public Economics","1994, Volume 53, Issue 3","The non-tax wedge","Browning, Edgar K.","53"
"38157","Journal of Risk & Uncertainty","2013, Volume 47, Issue 2","Risk aversion and religion","Charles Noussair & Stefan Trautmann & Gijs Kuilen & Nathanael Vellekoop","70"
"38161","Journal of Risk & Uncertainty","2013, Volume 47, Issue 1","The???_bom???_ risk elicitation task","Paolo Crosetto & Antonio Filippin","102"
"38177","Journal of Risk & Uncertainty","2012, Volume 45, Issue 3","How much ambiguity aversion?","Ken Binmore & Lisa Stewart & Alex Voorhoeve","65"
"38183","Journal of Risk & Uncertainty","2012, Volume 45, Issue 2","Experts in experiments","Hans-Martin Gaudecker & Arthur Soest & Erik Wengstrm","-1"
"38237","Journal of Risk & Uncertainty","2010, Volume 40, Issue 3","Reverse common ratio effect","Pavlo Blavatskyy","39"
"38276","Journal of Risk & Uncertainty","2008, Volume 37, Issue 2","Policymaking for posterity","Lawrence Summers & Richard Zeckhauser","57"
"38277","Journal of Risk & Uncertainty","2008, Volume 37, Issue 2","Discounting climate change","Partha Dasgupta","578"
"38303","Journal of Risk & Uncertainty","2007, Volume 35, Issue 3","Fair (and not so fair) division","John Pratt","12"
"38305","Journal of Risk & Uncertainty","2007, Volume 35, Issue 3","Gender, risk and stereotypes","Dinky Daruvala","80"
"38328","Journal of Risk & Uncertainty","2007, Volume 34, Issue 1","Perception of own death risk","Henrik andersson & Petter Lundborg","69"
"38330","Journal of Risk & Uncertainty","2006, Volume 33, Issue 3","Learning in the Allais paradox","Gijs Kuilen & Peter Wakker","54"
"38331","Journal of Risk & Uncertainty","2006, Volume 33, Issue 3","Dread risks","Susan Chilton & Michael Jones-Lee & Francis Kiraly & Hugh Metcalf & Wei Pang","65"
"38336","Journal of Risk & Uncertainty","2006, Volume 33, Issue 1","Adjusting to natural disasters","V. Smith & Jared Carbone & Jaren Pope & Daniel Hallstrom & Michael Darden","107"
"38343","Journal of Risk & Uncertainty","2006, Volume 32, Issue 3","Lottery qualities","Yves Alarie & Georges Dionne","1"
"38350","Journal of Risk & Uncertainty","2006, Volume 32, Issue 1","Behavioral Probabilities","W. Viscusi & William Evans","35"
"38356","Journal of Risk & Uncertainty","2005, Volume 31, Issue 3","Fear of Ruin","Jrme Foncel & Nicolas Treich","-1"
"38357","Journal of Risk & Uncertainty","2005, Volume 31, Issue 3","Loss Averse Behavior","Peter Brooks & Horst Zank","137"
"38374","Journal of Risk & Uncertainty","2005, Volume 30, Issue 2","What is Loss Aversion?","Ulrich Schmidt & Horst Zank","163"
"38393","Journal of Risk & Uncertainty","2004, Volume 28, Issue 3","The Ecology of Risk Taking","Fran?ois Degeorge & Boaz Moselle & Richard Zeckhauser","17"
"38422","Journal of Risk & Uncertainty","2003, Volume 26, Issue 2-3","The Ecology of Terror Defense","Keohane, Nathaniel O & Zeckhauser, Richard J","144"
"38423","Journal of Risk & Uncertainty","2003, Volume 26, Issue 2-3","Interdependent Security","Kunreuther, Howard & Heal, Geoffrey","711"
"38447","Journal of Risk & Uncertainty","2002, Volume 24, Issue 3","Greater Downside Risk Aversion","Keenan, Donald C & Snow, Arthur","53"
"38461","Journal of Risk & Uncertainty","2001, Volume 23, Issue 2","Making Low Probabilities Useful","Kunreuther, Howard & Novemsky, Nathan & Kahneman, Daniel","273"
"38474","Journal of Risk & Uncertainty","2001, Volume 22, Issue 3","Premium Risk and Managed Care","Kifmann, Mathias","11"
"38505","Journal of Risk & Uncertainty","2000, Volume 20, Issue 2","Which Error Story Is Best?","Carbone, Enrica & Hey, John D","92"
"38508","Journal of Risk & Uncertainty","2000, Volume 20, Issue 1","Utility Functions for Wealth","Bell, David E & Fishburn, Peter C","35"
"38515","Journal of Risk & Uncertainty","1999, Volume 19, Issue 1-3","Rationality for Economists?","McFadden, Daniel","865"
"38518","Journal of Risk & Uncertainty","1999, Volume 19, Issue 1-3","Choice Bracketing","Read, Daniel & Loewenstein, George & Rabin, Matthew","724"
"38541","Journal of Risk & Uncertainty","1998, Volume 17, Issue 3","Measuring the Utility of Losses","Means of the Tradeoff Method by Fennema, Hein & van Assen, Marcel","170"
"38552","Journal of Risk & Uncertainty","1998, Volume 16, Issue 3","Decomposing Hindsight Bias","Kelman, Mark & Fallas, David E & Folger, Hilary","31"
"38569","Journal of Risk & Uncertainty","1997, Volume 15, Issue 2","Characterizing QALYs","Risk Neutrality by Bleichrodt, Han & Wakker, Peter & Johannesson, Magnus","155"
"38574","Journal of Risk & Uncertainty","1997, Volume 15, Issue 1","Probabilistic Insurance","Wakker, Peter P & Thaler, Richard H & Tversky, Amos","232"
"38578","Journal of Risk & Uncertainty","1997, Volume 14, Issue 3","Measures of Mortality Risks","Viscusi, W Kip & Hakes, Jahn K & Carlin, Alan","62"
"38580","Journal of Risk & Uncertainty","1997, Volume 14, Issue 3","Bad Deaths","Sunstein, Cass R","339"
"38589","Journal of Risk & Uncertainty","1997, Volume 14, Issue 1","Estimating Facilities Induced","the Economic Costs of Regulations by Keeney, Ralph L","136"
"38596","Journal of Risk & Uncertainty","1996, Volume 13, Issue 3","Probabilities and Beliefs","Karni, Edi","46"
"38602","Journal of Risk & Uncertainty","1996, Volume 13, Issue 2","Learning","Accident? Reductions in the Risk of Unplanned Outages in U.S. Nuclear Power Plants after Three Mile Island by David, Paul A & Maude-Griffin, Roland & Rothwell, Geoffrey","32"
"38609","Journal of Risk & Uncertainty","1996, Volume 12, Issue 2-3","The Economics of Catastrophes","Zeckhauser, Richard J","289"
"38616","Journal of Risk & Uncertainty","1996, Volume 12, Issue 2-3","Global Risk Management","Pate-Cornell, M Elisabeth","23"
"38636","Journal of Risk & Uncertainty","1995, Volume 11, Issue 1","A Theory of Coarse Utility","Liu, Liping & Shenoy, Prakash P","14"
"38649","Journal of Risk & Uncertainty","1995, Volume 10, Issue 1","Time and Risk","Quiggin, John & Horowitz, John","34"
"38674","Journal of Risk & Uncertainty","1994, Volume 8, Issue 1","Risk-Risk Analysis","Viscusi, W Kip","84"
"38679","Journal of Risk & Uncertainty","1994, Volume 8, Issue 1","Mortality Risks Induced","the Costs of Regulations by Keeney, Ralph L","136"
"38729","Journal of the European Econ Assoc","2014, Volume 12, Issue 1","Group Inequality","Samuel Bowles & Glenn C. Loury & Rajiv Sethi","500"
"38736","Journal of the European Econ Assoc","2013, Volume 11, Issue 6","Attitudes, Policies, and Work","Francesco Giavazzi & Fabio Schiantarelli & Michel Serafinelli","34"
"38798","Journal of the European Econ Assoc","2012, Volume 10, Issue 6","Do Immigrants Cause Crime?","Milo Bianchi & Paolo Buonanno & Paolo Pinotti","239"
"38836","Journal of the European Econ Assoc","2012, Volume 10, Issue 2","Education and Mobility","Stephen Machin & Kjell G. Salvanes & Panu Pelkonen","130"
"38852","Journal of the European Econ Assoc","2011, Volume 9, Issue 5","Ideologues Or Pragmatists?","Ethan Bueno de Mesquita & Amanda Friedenberg","9"
"38853","Journal of the European Econ Assoc","2011, Volume 9, Issue 5","Fair Pricing","Julio J. Rotemberg","83"
"38867","Journal of the European Econ Assoc","2011, Volume 9, Issue 3","A Model Of Ethnic Conflict","Joan Esteban & Debraj Ray","177"
"38872","Journal of the European Econ Assoc","2011, Volume 9, Issue 2","Artificial States","Alberto Alesina & William Easterly & Janina Matuszeski","152"
"38882","Journal of the European Econ Assoc","2011, Volume 9, Issue 1","Letter from EEA President","Christopher Pissarides","0"
"38901","Journal of the European Econ Assoc","2010, Volume 8, Issue 4","Quorum and Turnout in Referenda","Helios Herrera & andrea Mattozzi","42"
"38908","Journal of the European Econ Assoc","2010, Volume 8, Issue 2-3","Isolation and Development","Quamrul Ashraf & Oded Galor & ?mer ?zak","83"
"38909","Journal of the European Econ Assoc","2010, Volume 8, Issue 2-3","Status and Poverty","Omer Moav & Zvika Neeman","48"
"38931","Journal of the European Econ Assoc","2010, Volume 8, Issue 2-3","Savings and Predation","Sylvain Chassang & Gerard Padr i Miquel","3"
"38933","Journal of the European Econ Assoc","2010, Volume 8, Issue 2-3","Persistence of Civil Wars","Daron Acemoglu & Davide Ticchi & andrea Vindigni","73"
"38935","Journal of the European Econ Assoc","2010, Volume 8, Issue 1","Delinquent Networks","Coralio Ballester & Antoni Calv-Armengol & Yves Zenou","971"
"38936","Journal of the European Econ Assoc","2010, Volume 8, Issue 1","Peer Pressure","Antoni Calv-Armengol & Matthew O. Jackson","1"
"38941","Journal of the European Econ Assoc","2010, Volume 8, Issue 1","Matching and Network Effects","Marcel Fafchamps & Sanjeev Goyal & Marco J. van der Leij","107"
"38951","Journal of the European Econ Assoc","2009, Volume 7, Issue 6","Democratic Mechanisms","Hans Gersbach","30"
"38957","Journal of the European Econ Assoc","2009, Volume 7, Issue 5","Who Is Against a Common Market?","Giovanni Facchini & Cecilia Testa","21"
"38969","Journal of the European Econ Assoc","2009, Volume 7, Issue 2-3","Behavioral Welfare Economics","B. Douglas Bernheim","139"
"38975","Journal of the European Econ Assoc","2009, Volume 7, Issue 2-3","Futile Attempts at Self-Control","Paul Heidhues & Botond K?szegi","45"
"38992","Journal of the European Econ Assoc","2009, Volume 7, Issue 2-3","Heritability of Overconfidence","David Cesarini & Magnus Johannesson & Paul Lichtenstein & Bjrn Wallace","319"
"39009","Journal of the European Econ Assoc","2008, Volume 6, Issue 6","Competing for Ownership","Patrick Legros & andrew F. Newman","53"
"39010","Journal of the European Econ Assoc","2008, Volume 6, Issue 6","Hybrid RandD","Sanjeev Goyal & Jos Luis Moraga-Gonzlez & Alexander Konovalov","-1"
"39019","Journal of the European Econ Assoc","2008, Volume 6, Issue 4","Competing Matchmaking","Ettore Damiano & Li Hao","93"
"39027","Journal of the European Econ Assoc","2008, Volume 6, Issue 2-3","Aggregation and Aggregation","Marina Azzimonti & Eva de Francisco & Per Krusell","13"
"39039","Journal of the European Econ Assoc","2008, Volume 6, Issue 2-3","Lying About Borrowing","Dean Karlan & Jonathan Zinman","83"
"39040","Journal of the European Econ Assoc","2008, Volume 6, Issue 2-3","Wars and State Capacity","Timothy Besley & Torsten Persson","654"
"39044","Journal of the European Econ Assoc","2008, Volume 6, Issue 2-3","Pricing without Priors","Dirk Bergemann & Karl H. Schlag","77"
"39052","Journal of the European Econ Assoc","2008, Volume 6, Issue 2-3","Dominance and Competition","Aldo Rustichini","27"
"39065","Journal of the European Econ Assoc","2008, Volume 6, Issue 1","Money Pumps in the Market","Ariel Rubinstein & Ran Spiegler","17"
"39067","Journal of the European Econ Assoc","2007, Volume 5, Issue 6","Platform Ownership","Volker Nocke & Martin Peitz & Konrad Stahl","132"
"39087","Journal of the European Econ Assoc","2007, Volume 5, Issue 2-3","Who Gets Debt Relief?","Nicolas Depetris Chauvin & Aart Kraay","63"
"39096","Journal of the European Econ Assoc","2007, Volume 5, Issue 2-3","Learning with Expert Advice","Krisztina Molnr","15"
"39098","Journal of the European Econ Assoc","2007, Volume 5, Issue 2-3","Red Tape and Delayed Entry","Antonio Ciccone & Elias Papaioannou","215"
"39106","Journal of the European Econ Assoc","2007, Volume 5, Issue 2-3","Money at Low Frequencies","Katrin Assenmacher-Wesche & Stefan Gerlach","57"
"39112","Journal of the European Econ Assoc","2007, Volume 5, Issue 2-3","Optimal Communication","Stephen Morris & Hyun Song Shin","131"
"39130","Journal of the European Econ Assoc","2006, Volume 4, Issue 6","How Large are Search Frictions?","Pieter A. Gautier & Coen N. Teulings","59"
"39154","Journal of the European Econ Assoc","2006, Volume 4, Issue 2-3","The Timing of Education","Thomas Gall & Patrick Legros & andrew Newman","27"
"39182","Journal of the European Econ Assoc","2006, Volume 4, Issue 1","Endogenous Lobbying","Leonardo Felli & Antonio Merlo","116"
"39198","Journal of the European Econ Assoc","2005, Volume 3, Issue 4","Regulation and Investment","Alberto Alesina & Silvia Ardagna & Giuseppe Nicoletti & Fabio Schiantarelli","690"
"39202","Journal of the European Econ Assoc","2005, Volume 3, Issue 4","Country Portfolios","Aart Kraay & Norman Loayza & Luis Servn & Jaume Ventura","-1"
"39210","Journal of the European Econ Assoc","2005, Volume 3, Issue 2-3","Learning Trust","Iris Bohnet & Heike Harmgart & Steffen Huck & Jean-Robert Tyran","70"
"39232","Journal of the European Econ Assoc","2005, Volume 3, Issue 2-3","Liquidity Risk and Contagion","Rodrigo Cifuentes & Hyun Song Shin & Gianluigi Ferrucci","848"
"39235","Journal of the European Econ Assoc","2005, Volume 3, Issue 2-3","Who are Russias Entrepreneurs?","Simeon Djankov & Edward Miguel & Yingyi Qian & Grard Roland & Ekaterina Zhuravskaya","256"
"39237","Journal of the European Econ Assoc","2005, Volume 3, Issue 2-3","Strong and Weak Links","Sanjeev Goyal","33"
"39238","Journal of the European Econ Assoc","2005, Volume 3, Issue 2-3","The Economics of Small Worlds","Matthew O. Jackson & Brian W. Rogers","194"
"39243","Journal of the European Econ Assoc","2005, Volume 3, Issue 2-3","Why Political Reservations?","Esther Duflo","110"
"39246","Journal of the European Econ Assoc","2005, Volume 3, Issue 2-3","Financial Deepening","Nobuhiro Kiyotaki & John Moore","64"
"39249","Journal of the European Econ Assoc","2005, Volume 3, Issue 2-3","Certifying New Technologies","Emmanuel Farhi & Josh Lerner & Jean Tirole","92"
"39276","Journal of the European Econ Assoc","2004, Volume 2, Issue 4","Does Divorce Law Matter?","Giulio Fella & Paola Manzini & Marco Mariotti","55"
"39281","Journal of the European Econ Assoc","2004, Volume 2, Issue 2-3","Loss Aversion and Labor Supply","Lorenz Goette & David Huffman & Ernst Fehr","134"
"39292","Journal of the European Econ Assoc","2004, Volume 2, Issue 2-3","Training in Europe","Wiji Arulampalam & Alison L. Booth & Mark L. Bryan","333"
"39304","Journal of the European Econ Assoc","2004, Volume 2, Issue 2-3","Auctioning Many Divisible Goods","Lawrence M. Ausubel & Peter Cramton","175"
"39311","Journal of the European Econ Assoc","2004, Volume 2, Issue 1","Competing Auctions","Glenn Ellison & Drew Fudenberg & Markus Mbius","183"
"39314","Journal of the European Econ Assoc","2004, Volume 2, Issue 1","Transferable Control","Philippe Aghion & Mathias Dewatripont & Patrick Rey","128"
"39322","Journal of the European Econ Assoc","2003, Volume 1, Issue 5","Modeling Model Uncertainty","Alexei Onatski & Noah Williams","182"
"39325","Journal of the European Econ Assoc","2003, Volume 1, Issue 5","Why Vote For Losers?","Micael Castanheira","96"
"39331","Journal of the European Econ Assoc","2003, Volume 1, Issue 4","Electoral Rules and Corruption","Torsten Persson & Guido Tabellini & Francesco Trebbi","887"
"39336","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","The Social Multiplier","Edward L. Glaeser & Bruce I. Sacerdote & Jose A. Scheinkman","2117"
"39343","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","Two Technological Revolutions","Boyan Jovanovic & Peter L. Rousseau","35"
"39347","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","The Spatial Aspects of Crime","Yves Zenou","66"
"39349","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","Pyramids","Marianne Bertrand & Sendhil Mullainathan","51"
"39350","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","The (Mis)Allocation of Capital","Abhijit V. Banerjee & Esther Duflo & Kaivan Munshi","59"
"39357","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","Bundling Biodiversity","Geoffrey Heal","28"
"39358","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","Pests, Plagues, and Patents","Timo Goeschl & Timothy Swanson","36"
"39360","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","Global Disease Eradication","Scott Barrett","74"
"39366","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","Common Currency, Common Market?","Richard Friberg","26"
"39368","Journal of the European Econ Assoc","2003, Volume 1, Issue 2-3","Families As Shocks","Luis Cubeddu & Jos-Vctor Ros-Rull","79"
"39375","Journal of the European Econ Assoc","2003, Volume 1, Issue 1","Incomplete Social Contracts","Philippe Aghion & Patrick Bolton","174"
"39407","Journal of Urban Economics","2014, Volume 81, Issue C","Commuting for meetings","Fosgerau, Mogens & Engelson, Leonid & Franklin, Joel P.","10"
"39468","Journal of Urban Economics","2013, Volume 74, Issue C","Do foreclosures cause crime?","Ellen, Ingrid Gould & Lacoe, Johanna & Sharygin, Claudia Ayanna","166"
"39472","Journal of Urban Economics","2013, Volume 74, Issue C","Spatial versus social mismatch","Zenou, Yves","54"
"39506","Journal of Urban Economics","2012, Volume 71, Issue 3","No cohort left behind?","Babcock, Philip & Bedard, Kelly & Schulte, Jennifer","3"
"39522","Journal of Urban Economics","2012, Volume 71, Issue 1","Broadband and local growth","Kolko, Jed","167"
"39528","Journal of Urban Economics","2011, Volume 70, Issue 2","Subprime mortgage default","Kau, James B. & Keenan, Donald C. & Lyubimov, Constantine & Carlos Slawson, V.","22"
"39540","Journal of Urban Economics","2011, Volume 69, Issue 3","Job search in thick markets","Di Addario, Sabrina","63"
"39545","Journal of Urban Economics","2011, Volume 69, Issue 2","Sprawl and blight","Brueckner, Jan K. & Helsley, Robert W.","88"
"39581","Journal of Urban Economics","2010, Volume 68, Issue 1","Labour supply and commuting","Gutirrez-i-Puigarnau, Eva & van Ommeren, Jos N.","74"
"39588","Journal of Urban Economics","2010, Volume 67, Issue 3","Manipulable congestion tolls","Brueckner, Jan K. & Verhoef, Erik T.","27"
"39615","Journal of Urban Economics","2010, Volume 67, Issue 1","Clusters of entrepreneurship","Glaeser, Edward L. & Kerr, William R. & Ponzetto, Giacomo A.M.","307"
"39618","Journal of Urban Economics","2009, Volume 66, Issue 3","Self-organizing marketplaces","Tabuchi, Takatoshi","18"
"39646","Journal of Urban Economics","2009, Volume 65, Issue 2","Skills in the city","Bacolod, Marigee & Blum, Bernardo S. & Strange, William C.","341"
"39649","Journal of Urban Economics","2009, Volume 65, Issue 2","States and the business cycle","Owyang, Michael T. & Rapach, David E. & Wall, Howard J.","53"
"39675","Journal of Urban Economics","2008, Volume 64, Issue 2","From Brown to busing","Cascio, Elizabeth & Gordon, Nora & Lewis, Ethan & Reber, Sarah","47"
"39701","Journal of Urban Economics","2008, Volume 64, Issue 1","Economies of scale in networks","Kraus, Marvin","11"
"39827","Journal of Urban Economics","2006, Volume 60, Issue 1","Crime and ethics","Conley, John P. & Wang, Ping","24"
"39842","Journal of Urban Economics","2006, Volume 59, Issue 2","Timeliness and agglomeration","Harrigan, James & Venables, Anthony J.","126"
"39855","Journal of Urban Economics","2005, Volume 58, Issue 3","The commuting time paradox","Van Ommeren, Jos & Rietveld, Piet","61"
"39867","Journal of Urban Economics","2005, Volume 58, Issue 2","Cities and cultures","Ottaviano, Gianmarco I.P. & Peri, Giovanni","331"
"39897","Journal of Urban Economics","2005, Volume 57, Issue 1","Zipf zipped","Nitsch, Volker","184"
"39919","Journal of Urban Economics","2004, Volume 56, Issue 2","Knowledge barter in cities","Helsley, Robert W. & Strange, William C.","50"
"39927","Journal of Urban Economics","2004, Volume 56, Issue 1","Urbanization and growth","Bertinelli, Luisito & Black, Duncan","297"
"39986","Journal of Urban Economics","2003, Volume 54, Issue 1","Optimal cordon pricing","Mun, Se-il & Konishi, Ko-ji & Yoshikawa, Kazuhiro","113"
"40000","Journal of Urban Economics","2003, Volume 53, Issue 3","Anchor stores","Konishi, Hideo & Sandfort, Michael T.","65"
"40001","Journal of Urban Economics","2003, Volume 53, Issue 3","Subsidies as sorting devices","Hoyt, William H. & Lee, Kangoh","10"
"40004","Journal of Urban Economics","2003, Volume 53, Issue 3","Targeted saving","renters for housing purchase in Japan by Moriizumi, Yoko","38"
"40008","Journal of Urban Economics","2003, Volume 53, Issue 2","Valuing English primary schools","Gibbons, Steve & Machin, Stephen","355"
"40012","Journal of Urban Economics","2003, Volume 53, Issue 2","Social networks and inequality","Finneran, Lisa & Kelly, Morgan","36"
"40014","Journal of Urban Economics","2003, Volume 53, Issue 1","Marshalls scale economies","Henderson, J. Vernon","1595"
"40020","Journal of Urban Economics","2003, Volume 53, Issue 1","Interactive property valuations","Ioannides, Yannis M.","58"
"40022","Journal of Urban Economics","2002, Volume 52, Issue 3","How do firms redline workers?","Zenou, Yves","119"
"40058","Journal of Urban Economics","2002, Volume 51, Issue 2","Terrorism and U.S. Real Estate","Mills, Edwin S.","42"
"40069","Journal of Urban Economics","2002, Volume 51, Issue 1","Innovation and Input Sharing","Helsley, Robert W. & Strange, William C.","98"
"40089","Journal of Urban Economics","2001, Volume 50, Issue 2","Who Would Be Left Behind","Enhanced Private School Choice? by Lankford, Hamilton & Wyckoff, James","98"
"40103","Journal of Urban Economics","2001, Volume 49, Issue 3","Scale Externalities in Korea","Henderson, Vernon & Lee, Todd & Lee, Yung Joon","167"
"40108","Journal of Urban Economics","2001, Volume 49, Issue 2","The Retail Price of Inequality","Frankel, David M. & Gould, Eric D.","53"
"40110","Journal of Urban Economics","2001, Volume 49, Issue 2","Insurance and Community Welfare","Frame, David E.","17"
"40117","Journal of Urban Economics","2001, Volume 49, Issue 1","Neighborhood Dynamics","Aaronson, Daniel","58"
"40175","Journal of Urban Economics","1999, Volume 46, Issue 3","Do States Play Welfare Games?","Figlio, David N. & Kolpin, Van W. & Reid, William E.","318"
"40180","Journal of Urban Economics","1999, Volume 46, Issue 2","Learning in Cities","Glaeser, Edward L.","1098"
"40184","Journal of Urban Economics","1999, Volume 46, Issue 1","Federal Acid Rain Games","Caplan, Arthur J. & Silva, Emilson C. D.","43"
"40197","Journal of Urban Economics","1999, Volume 45, Issue 3","Congestion Caused","Speed Differences by Verhoef, Erik T. & Rouwendal, Jan & Rietveld, Piet","29"
"40203","Journal of Urban Economics","1999, Volume 45, Issue 2","Crime and the Timing of Work","Hamermesh, Daniel S.","68"
"40211","Journal of Urban Economics","1999, Volume 45, Issue 1","Modeling Parking","Arnott, Richard & Rowse, John","278"
"40213","Journal of Urban Economics","1999, Volume 45, Issue 1","The Mistaken Improver Problem","Miceli, Thomas J. & Sirmans, C. F.","9"
"40216","Journal of Urban Economics","1999, Volume 45, Issue 1","On the Emergence of Cities","Page, Scott E.","78"
"40229","Journal of Urban Economics","1998, Volume 44, Issue 2","Are Local Governments Governed","Forward Looking Decision Makers?: An Investigation of Spending Patterns in Swedish Municipalities by Dahlberg, Matz & Lindstrom, Tomas","39"
"40242","Journal of Urban Economics","1998, Volume 43, Issue 3","On Optimal Taxation of Housing","Cremer, Helmuth & Gahvari, Firouz","33"
"40263","Journal of Urban Economics","1997, Volume 42, Issue 3","Debt and Development","Riddiough, Timothy J.","9"
"40344","Journal of Urban Economics","1996, Volume 39, Issue 1","Urban Development with Lags","Bar-Ilan, Avner & Strange, William C.","70"
"40365","Journal of Urban Economics","1995, Volume 37, Issue 3","Private Roads","Viton Philip A.","83"
"40380","Journal of Urban Economics","1995, Volume 37, Issue 1","Regional Income Dynamics","Carlino Gerald & Defina Robert","82"
"40418","Journal of Urban Economics","1994, Volume 35, Issue 1","Where Does an Industry Locate?","Henderson I. Vernon","142"
"40446","Marketing Science","2014, Volume 33, Issue 3","Modeling Indivisible Dem&","Sanghak Lee& Greg M. Allenby","-1"
"40447","Marketing Science","2014, Volume 33, Issue 3","Persuasive Puffery","Archishman Chakraborty& Rick Harbaugh","-1"
"40461","Marketing Science","2014, Volume 33, Issue 1","Morphing Banner Advertising","Glen L. Urban& Guilherme (Gui) Liberali& Erin MacDonald& Robert Bordley& John R. Hauser","49"
"40475","Marketing Science","2013, Volume 32, Issue 6","Profit-Increasing Consumer Exit","Amit Pazgal& David Soberman& Raphael Thomadsen","-1"
"40477","Marketing Science","2013, Volume 32, Issue 5","Optimizing Retail Assortments","Robert P. Rooderkerk& Harald J. van Heerde& Tammo H. A. Bijmolt","26"
"40479","Marketing Science","2013, Volume 32, Issue 5","Pricing Prototypical Products","Wilfred Amaldoss& Chuan He","12"
"40518","Marketing Science","2012, Volume 31, Issue 6","A Satisficing Choice Model","Peter Stttgen & Peter Boatwright & Robert T. Monroe","59"
"40524","Marketing Science","2012, Volume 31, Issue 6","Contextual Advertising","Kaifu Zhang & Zsolt Katona","51"
"40532","Marketing Science","2012, Volume 31, Issue 5","How Does the Use of Trademarks","Third-Party Sellers Affect Online Search? by Lesley Chiou & Catherine Tucker","33"
"40536","Marketing Science","2012, Volume 31, Issue 4","Handling Endogenous Regressors","Joint Estimation Using Copulas by Sungho Park & Sachin Gupta","77"
"40576","Marketing Science","2011, Volume 30, Issue 6","Noncompensatory Dyadic Choices","Neeraj Arora & Ty Henderson & Qing Liu","15"
"40583","Marketing Science","2011, Volume 30, Issue 5","Competing for Low-End Markets","Wilfred Amaldoss & Woochoel Shin","19"
"40616","Marketing Science","2011, Volume 30, Issue 2","Hybrid Advertising Auctions","Yi Zhu & Kenneth C. Wilbur","65"
"40627","Marketing Science","2011, Volume 30, Issue 1","Identifying Unmet Demand","Sandeep R. Chandukala & Yancy D. Edwards & Greg M. Allenby","17"
"40630","Marketing Science","2011, Volume 30, Issue 1","The Design of Durable Goods","Oded Koenigsberg & Rajeev Kohli & Ricardo Montoya","12"
"40647","Marketing Science","2010, Volume 29, Issue 5","Growing Two-Sided Networks","Advertising the User Base: A Field Experiment by Catherine Tucker & Juanjuan Zhang","101"
"40738","Marketing Science","2009, Volume 28, Issue 3",":????Analytical Transparency","Eric T. Bradlow & Anne T. Coughlan","2"
"40748","Marketing Science","2009, Volume 28, Issue 3","Counting Your Customers??_ One","One: A Hierarchical Bayes Extension to the Pareto/NBD Model by Makoto Abe","130"
"40755","Marketing Science","2009, Volume 28, Issue 2","Website Morphing","John R. Hauser & Glen L. Urban & Guilherme Liberali & Michael Braun","211"
"40761","Marketing Science","2009, Volume 28, Issue 2","Click Fraud","Kenneth C. Wilbur & Yi Zhu","153"
"40762","Marketing Science","2009, Volume 28, Issue 2","Strategic Assortment Reduction","a Dominant Retailer by Anthony J. Dukes & Tansev Geylani & Kannan Srinivasan","68"
"40785","Marketing Science","2008, Volume 27, Issue 6","Building Brands","M. Berk Ataman & Carl F. Mela & Harald J. van Heerde","239"
"40792","Marketing Science","2008, Volume 27, Issue 5","Class Pricing","Birger Wernerfelt","6"
"40796","Marketing Science","2008, Volume 27, Issue 5","Supermarket Pricing Strategies","Paul B. Ellickson & Sanjog Misra","210"
"40799","Marketing Science","2008, Volume 27, Issue 5","Online Auction Demand","Song Yao & Carl F. Mela","47"
"40802","Marketing Science","2008, Volume 27, Issue 5","Competitive Brand Salience","Ralf van der Lans & Rik Pieters & Michel Wedel","118"
"40817","Marketing Science","2008, Volume 27, Issue 4",":????The IRI Marketing Data Set","Bart J. Bronnenberg & Michael W. Kruger & Carl F. Mela","316"
"40845","Marketing Science","2008, Volume 27, Issue 1","Managing Channel Profits","Abel P. Jeuland & Steven M. Shugan","1423"
"40847","Marketing Science","2008, Volume 27, Issue 1","Defensive Marketing Strategies","John R. Hauser & Steven M. Shugan","643"
"40852","Marketing Science","2007, Volume 26, Issue 6","The Value of Quality","Gerard J. Tellis & Joseph Johnson","182"
"40862","Marketing Science","2007, Volume 26, Issue 5","The Editors Secrets","Steven M. Shugan","23"
"40864","Marketing Science","2007, Volume 26, Issue 5","News Consumption and Media Bias","Yi Xiang & Miklos Sarvary","79"
"40905","Marketing Science","2007, Volume 26, Issue 1","Coupons Versus Rebates","Qiang Lu & Sridhar Moorthy","96"
"40911","Marketing Science","2006, Volume 25, Issue 6","Three Thoughts on Services","Dawn Iacobucci","2458"
"40913","Marketing Science","2006, Volume 25, Issue 6","Linking Service and Finance","Eugene W. anderson","1506"
"40917","Marketing Science","2006, Volume 25, Issue 6","Why Does Poor Service Prevail?","Eitan Gerstner & Barak Libai","36"
