ID, Journal, Date, Title,Author, Citation
34011,Journal of Money Credit & Banking,"2013, Volume 45, Issue 2-3",Dynamic Auction Markets with Fiat Money,Kazuya Kamiya & Takashi Shimizu,2
45182,Review of Financial Studies,"2013, Volume 26, Issue 11",Asset Pricing with Endogenous Disasters,Cristian Tiu & Uzi Yoeli,2
27165,Journal of Economic Theory,"1997, Volume 74, Issue 2",A Note on the Core of a Monetary Economy,"Fisher, Eric ON.",2
33897,Journal of Money Credit & Banking,"2014, Volume 46, Issue 8",Trade Openness and Exchange Rate Regimes,Ondra Kamenik & Michael Kumhof,2
25544,Journal of Economic Theory,"2013, Volume 148, Issue 2",Finite-order type spaces and applications,"Qin, Cheng-Zhong & Yang, Chun-Lei",2
36169,Journal of Public Economics,"2014, Volume 114, Issue C",Reprint of: (Un)Informed charitable giving,"Krasteva, Silvana & Yildirim, Huseyin",2
23888,Journal of Economic Behavior & Org,"2008, Volume 65, Issue 2",Political hierarchies and political shirking,"Sutter, Daniel & Poitras, Marc",2
41351,Oxford Economic Paper,"2014, Volume 66, Issue 1",A new version of Edgeworths taxation paradox,Robert A. Ritz,2
47029,Scandinavian Journal of Economics,"1995, Volume 97, Issue 2","Prices, Employment and Pro-Labor Governments","Sorolla i Amat, Valeri",2
22676,Journal of Economic Behavior & Org,"2014, Volume 106, Issue C",Signs and (counter)signals of trustworthiness,"Gambetta, Diego & Szkely, ?ron",2
38117,Journal of Public Economics,"1994, Volume 53, Issue 2",The shadow wage rate : Theory and application,"Dinwiddy, Caroline & Teal, Francis",2
25445,Journal of Economic Theory,"2014, Volume 150, Issue C",Saddle functions and robust sets of equilibria,"Nora, Vladyslav & Uno, Hiroshi",2
46955,Scandinavian Journal of Economics,"1997, Volume 99, Issue 3",Redistribution and Small Coalitions of Friends,"Schroyen, Fred",2
43097,Review of Economic Dynamics,"2010, Volume 13, Issue 3",Markets and Relationships in a Learning Economy,Luis Araujo & Raoul Minetti,2
23955,Journal of Economic Behavior & Org,"2007, Volume 63, Issue 2",The leap from free markets to autonomous markets,"Miller, Ross M.",2
36931,Journal of Public Economics,"2007, Volume 91, Issue 5-6",Can private giving promote economic segregation?,"Horstmann, Ignatius J. & Scharf, Kimberley & Slivinski, Al",2
38653,Journal of Risk & Uncertainty,"1994, Volume 9, Issue 3",Unbounded Behaviorally Consistent Stopping Rules,"Karni, Edi & Safra, Zvi",2
20366,Journal of Econometrics,"2014, Volume 178, Issue P3",Model equivalence tests in a parametric framework,"Lavergne, Pascal",2
20387,Journal of Econometrics,"2014, Volume 178, Issue P2",The estimation of misspecified long memory models,"Robinson, Peter M.",2
25050,Journal of Economic Behavior & Org,"1994, Volume 25, Issue 1",Intertemporal trades and problems of self-control,"Archibald, Robert B.",2
36995,Journal of Public Economics,"2006, Volume 90, Issue 10-11",Ricardian equivalence under imperfect information,"Pozzi, Lorenzo",2
20407,Journal of Econometrics,"2014, Volume 178, Issue P1",Neglected heterogeneity in moment condition models,"Hahn, Jinyong & Newey, Whitney K. & Smith, Richard J.",2
20578,Journal of Econometrics,"2012, Volume 169, Issue 2",Model selection in the presence of nonstationarity,"Kim, Jae-Young",2
22555,Journal of Econometrics,"1994, Volume 61, Issue 1",Economic distance and overlapping of distributions,"Yitzhaki, Shlomo",2
32586,Journal of Monetary Economics,"2014, Volume 64, Issue C",Energy price shocks and medium-term business cycles,"Schwark, Florentine",2
32548,Journal of Monetary Economics,"2014, Volume 68, Issue C",On the individual optimality of economic integration,"Castro, Rui & Koumtingu, Nelnan",2
33016,Journal of Monetary Economics,"2007, Volume 54, Issue 8",A generalized volatility bound for dynamic economies,"Otrok, Christopher & Ravikumar, B. & Whiteman, Charles H.",2
20482,Journal of Econometrics,"2013, Volume 173, Issue 2",Evaluating treatment protocols using data combination,"Bhattacharya, Debopam",2
23047,Journal of Economic Behavior & Org,"2012, Volume 84, Issue 1",Information extraction and norms of mutual protection,"Bisin, Alberto & Guaitoli, Danilo",2
32216,"Journal of Law, Economics & Organization","2009, Volume 25, Issue 1",Optimal Vertical Arrangements When Resale Is Possible,Mariano Selvaggi,2
44230,Review of Economics & Statistics,"2006, Volume 88, Issue 1",The Effect of Foreign Competition on Forecasting Bias,Raymond Fisman,2
42585,Rand Journal of Economics,"2002, Volume 33, Issue 4","Contracting, Gatekeepers, and Unverifiable Performance",James A. Dearden & Dorothy E. Klotz,2
25498,Journal of Economic Theory,"2013, Volume 148, Issue 5",A simple sufficient condition for strong implementation,"Korpela, Ville",2
30472,Journal of Financial Economics,"1999, Volume 54, Issue 3","Institutions, financial markets, and firm debt maturity","Demirguc-Kunt, Asli & Maksimovic, Vojislav",2
20318,Journal of Econometrics,"2014, Volume 182, Issue 1",A predictability test for a small number of nested models,"Granziera, Eleonora & Hubrich, Kirstin & Moon, Hyungsik Roger",2
23839,Journal of Economic Behavior & Org,"2008, Volume 66, Issue 2","Worker turnover, industry localization, and producer size","Wheeler, Christopher H.",2
23980,Journal of Economic Behavior & Org,"2007, Volume 62, Issue 4",Having more potential raiders weakens the takeover threat,"Toolsema, Linda A.",2
47459,World Development,"2013, Volume 43, Issue C",How to Deliver Foreign Aid? The Case of Projects Governed,"the Spanish International Agency by Hermano, Vctor & Martn-Cruz, Natalia",2
51045,Journal of Law & Economics,"Vol. 46, No. 1, April 2003",Competition in the Interexchange Telecommunication Market,Clement G. Krouse & Jongsur Park,2
24211,Journal of Economic Behavior & Org,"2004, Volume 55, Issue 2",Increasing returns and economic organization: introduction,"Ng, Yew-Kwang",2
32275,"Journal of Law, Economics & Organization","2006, Volume 22, Issue 2",Regulating Wages in Kind: Theory and Evidence from Britain,Elaine S. Tan,2
33113,Journal of Monetary Economics,"2007, Volume 54, Issue 2","Exchange rate regimes, banking and the non-tradable sector","Kawamura, Enrique",2
41326,Oxford Economic Paper,"2014, Volume 66, Issue 3",Performance pay and ethnic earnings differences in Britain,Colin P. Green & John S. Heywood & Nikolaos Theodoropoulos,2
41651,Oxford Economic Paper,"2005, Volume 57, Issue 3",A risk allocation approach to optimal exchange rate policy,B. Gabriela Mundaca & Jon Strand,2
44672,Review of Economics & Statistics,"2000, Volume 79, Issue 3",Autoregressive Transformations In Cointegrated Regressions,Robert McNown & Myles Wallace,2
45057,Review of Economics & Statistics,"1994, Volume 76, Issue 2",Exchange Rate Expectations and Functional Misspecification,"Boyd, Roy & Doroodian, Khosrow",2
20615,Journal of Econometrics,"2012, Volume 168, Issue 1",Efficient local IV estimation of an empirical auction model,"Hong, Han & Nekipelov, Denis",2
27367,Journal of Economic Theory,"1995, Volume 66, Issue 2",A Note on Randomized Social Choice and Random Dictatorships,Nandeibam Shasikanta,2
33890,Journal of Money Credit & Banking,"2014, Volume 46, Issue S2",Mainstream Economic Analysis and the Case for Accommodation,Charles L. Evans,2
34073,Journal of Money Credit & Banking,"2012, Volume 44, Issue 5","Real Balance Effects, Timing, and Equilibrium Determination",Christian A. Stoltenberg,2
41713,Oxford Economic Paper,"2003, Volume 55, Issue 4",Bertrand-Edgeworth equilibrium in a cash-in-advance economy,Erdem Basai & Ismail Saglam,2
44917,Review of Economics & Statistics,"1996, Volume 78, Issue 2",Production Functions with Factor-Oriented Scale Sensitivity,"Vijverberg, Chu-Ping C & Fei, John C H",2
26855,Journal of Economic Theory,"2000, Volume 94, Issue 2",General Equilibrium When Economic Growth Exceeds Discounting,"Burke, Jonathan L.",2
37780,Journal of Public Economics,"1998, Volume 68, Issue 2",Information and strategyproofness in joint project selection,"Rosenthal, Edward C.",2
38847,Journal of the European Econ Assoc,"2011, Volume 9, Issue 6","Search Intensity, Directed Search, and The Wage Distribution",Bruno Decreuse & andr Zylberberg,2
42958,Review of Economic Dynamics,"2014, Volume 17, Issue 1",Preferences for Risk in Dynamic Models with Adjustment Costs,Galina Vereshchagina,2
46315,Scandinavian Journal of Economics,"2014, Volume 116, Issue 4",Sensitivity of Job Destruction to Vintage and Tenure Effects,Juha Kilponen & Juuso Vanhala,2
20887,Journal of Econometrics,"2010, Volume 157, Issue 2",Nonparametric least squares estimation in derivative families,"Hall, Peter & Yatchew, Adonis",2
22699,Journal of Economic Behavior & Org,"2014, Volume 105, Issue C",Trading partner choice and bargaining culture in negotiations,"Phillips, Owen R. & Nagler, Amy M. & Menkhaus, Dale J. & Huang, Shanshan & Bastian, Christopher T.",2
26055,Journal of Economic Theory,"2008, Volume 141, Issue 1",Efficiency and prices in economies of overlapping generations,"Bloise, Gaetano",2
38131,Journal of Risk & Uncertainty,"2014, Volume 49, Issue 2",The neural correlates of contractual risk and penalty framing,W. Ekins & andrew Brooks & Gregory Berns,2
38149,Journal of Risk & Uncertainty,"2014, Volume 48, Issue 1","On risk aversion, classical demand theory, and KM preferences",Leonard Mirman & Marc Santugini,2
21397,Journal of Econometrics,"2007, Volume 136, Issue 1",Asymmetry and nonstationarity for a seasonal time series model,"Shin, Dong Wan & Lee, Oesook",2
27404,Journal of Economic Theory,"1995, Volume 65, Issue 2",A Simple Proof of a Basic Result in Nonexpected Utility Theory,Conlon John R.,2
34436,Journal of Money Credit & Banking,"2008, Volume 40, Issue 4",The Great Inflation Was Not Asymmetric: International Evidence,Dean Scrimgeour,2
20771,Journal of Econometrics,"2011, Volume 162, Issue 1",Evaluation of similarity models for expected utility violations,"Buschena, David E. & Atwood, Joseph A.",2
23697,Journal of Economic Behavior & Org,"2008, Volume 68, Issue 3-4",On the disequilibrium dynamics of sequential monetary economies,"van der Hoog, Sander",2
26286,Journal of Economic Theory,"2007, Volume 132, Issue 1",Large deviations and equilibrium selection in large populations,"Beggs, A.W.",2
46523,Scandinavian Journal of Economics,"2010, Volume 112, Issue 1",Wage Formation and Bargaining Power during the Great Depression,Gunnar Bardsen & Jurgen A. Doornik & Jan Tore Klovland,2
55701,Journal of International Economics,"Pages 1-272 (June 2002), Volum57,Issue1",Financial development and international trade: Is there a link?,Thorsten Beck,2
23332,Journal of Economic Behavior & Org,"2011, Volume 77, Issue 2",Chaos and capacity utilization under increasing returns to scale,"Stockman, David R.",2
25701,Journal of Economic Theory,"2011, Volume 146, Issue 5",No profitable decompositions in quasi-linear allocation problems,"de Clippel, Geoffroy & Bejan, Camelia",2
32119,"Journal of Law, Economics & Organization","2013, Volume 29, Issue 1","Party Activists, Campaign Funding, and the Quality of Government",John Maloney & andrew C. Pickering,2
32639,Journal of Monetary Economics,"2013, Volume 60, Issue 4",Information manipulation and rational investment booms and busts,"Kumar, Praveen & Langberg, Nisan",2
33938,Journal of Money Credit & Banking,"2014, Volume 46, Issue 2-3",Economic Policy and the Great Depression in a Small Open Economy,Jonathan Payne & Lawrence Uren,2
38719,Journal of the European Econ Assoc,"2014, Volume 12, Issue 2","Skill-Biased Technological Change, Unemployment, and Brain Drain",Harald Fadinger & Karin Mayr,2
46496,Scandinavian Journal of Economics,"2010, Volume 112, Issue 4",Downward Wage Rigidity in a Model of Equal Treatment Contracting,Pedro Martins & andy Snell & Jonathan P. Thomas,2
47037,Scandinavian Journal of Economics,"1995, Volume 97, Issue 1",The Dynamics of Monopoly Union Wages with Asymmetric Information,"Vetter, Henrik",2
25367,Journal of Economic Theory,"2014, Volume 154, Issue C",Convergence in models with bounded expected relative hazard rates,"Oyarzun, Carlos & Ruf, Johannes",2
43014,Review of Economic Dynamics,"2012, Volume 15, Issue 3",Asset Illiquidity and Market Shutdowns in Competitive Equilibrium,Hajime Tomura,2
22795,Journal of Economic Behavior & Org,"2013, Volume 95, Issue C",Persuasive communication when the senders incentives are uncertain,"Jindapon, Paan & Oyarzun, Carlos",2
25340,Journal of Economic Growth,"1996, Volume 1, Issue 4","Imperfect Information, Bayesian Learning, and Capital Accumulation","Bertocchi, Graziella & Wang, Yong",2
31513,Journal of Industrial Economics,"2013, Volume 61, Issue 4","Essentia????? Patents, FRand Royalties and Technological Standards",Mathias Dewatripont & Patrick Legros,2
46500,Scandinavian Journal of Economics,"2010, Volume 112, Issue 3",Which Firms Buy Licenses? Market Positions and License Expenditures,Dirk Czarnitzki & Kornelius Kraft,2
27172,Journal of Economic Theory,"1997, Volume 74, Issue 1",Quasifundamental Variation in the Price Level and the Inflation Rate,"Russell, Steven",2
27249,Journal of Economic Theory,"1996, Volume 70, Issue 2",Epistemic Conditions for Equilibrium in Beliefs without Independence,"Volij, Oscar",2
20634,Journal of Econometrics,"2012, Volume 167, Issue 2",Partial parametric estimation for nonstationary nonlinear regressions,"Kim, Chang Sik & Kim, In-Moo",2
21952,Journal of Econometrics,"2001, Volume 100, Issue 1",Open forum on the current state and future challenges of econometrics,"Hsiao, C.",2
31525,Journal of Industrial Economics,"2013, Volume 61, Issue 3",Innovation Incentives under Transferable Fast-Track Regulatory Review,Joshua S. Gans & David B. Ridley,2
39938,Journal of Urban Economics,"2004, Volume 55, Issue 3",Paying to queue: a theory of locational differences in nonunion wages,"Ahn, Tom & Arcidiacono, Peter",2
24745,Journal of Economic Behavior & Org,"1998, Volume 36, Issue 1",Sunspot equilibria and periodic cycles under idiosyncratic uncertainty,"Fukuda, Shin-ichi",2
22748,Journal of Economic Behavior & Org,"2014, Volume 99, Issue C",Implicit collusion in non-exclusive contracting under adverse selection,"Han, Seungjin",2
24455,Journal of Economic Behavior & Org,"2002, Volume 47, Issue 2",Endogenous outside options in coordination games: experimental evidence,"Yavas, Abdullah",2
37230,Journal of Public Economics,"2004, Volume 88, Issue 9-10",A comparison between economic systems with an application to transition,"Duranton, Gilles & Haniotis, Toni",2
23129,Journal of Economic Behavior & Org,"2012, Volume 82, Issue 2",Mandating behavioral conformity in social groups with conformist members,"Grajzl, Peter & Baniak, andrzej",2
23953,Journal of Economic Behavior & Org,"2007, Volume 63, Issue 2",Philosophizing with a hammer? A critique of Mirowskis markomata informed,"continental philosophy by Juniper, James",2
26077,Journal of Economic Theory,"2008, Volume 139, Issue 1","Retained earnings dynamic, internal promotions and Walrasian equilibrium","Beker, Pablo F.",2
32237,"Journal of Law, Economics & Organization","2008, Volume 24, Issue 1","Commitment, Exchange Autonomy, and the Boundary of the Hierarchical Firm",Nadav Levy,2
41520,Oxford Economic Paper,"2009, Volume 61, Issue 3",Depression economics before the General Theory: the order in Coles Chaos,Nicholas Snowden,2
29134,Journal of Financial Economics,"2014, Volume 113, Issue 3",Monetary policy regimes: Implications for the yield curve and bond pricing,"Filipova, Kameliya & Audrino, Francesco & De Giorgi, Enrico",2
41364,Oxford Economic Paper,"2013, Volume 65, Issue 4",The adverse selection problem in imperfectly competitive financial markets,Ville Mlknen & Timo Vesala,2
46605,Scandinavian Journal of Economics,"2007, Volume 109, Issue 3","Financial Matching, Asymmetric Information and Entrepreneurial Risk Taking",Timo Vesala,2
22972,Journal of Economic Behavior & Org,"2013, Volume 86, Issue C",On the use of heuristics to approximate competitors???? private information,"Lin, C.-Y. Cynthia & Muehlegger, Erich J.",2
41363,Oxford Economic Paper,"2013, Volume 65, Issue 4","Investment complementarities, coordination failure, and systemic bankruptcy",Mei Li,2
46544,Scandinavian Journal of Economics,"2009, Volume 111, Issue 2","Income Disparity, Inequity Aversion and the Design of the Healthcare System",John Leach,2
20432,Journal of Econometrics,"2013, Volume 177, Issue 2",Least squares estimation in a simple random coefficient autoregressive model,"Johansen, Sren & Lange, Theis",2
44264,Review of Economics & Statistics,"2005, Volume 87, Issue 3",The Effects of Urban Spatial Structure on Travel Demand in the United States,Antonio M. Bento & Maureen L. Cropper & Ahmed Mushfiq Mobarak & Katja Vinha,2
22576,Journal of Economic Behavior & Org,"2014, Volume 108, Issue C",Investments and bargaining in a model with positive consumption externalities,"Cardona, Daniel & Rub-Barcel, Antoni",2
23444,Journal of Economic Behavior & Org,"2010, Volume 75, Issue 1",On the economics of increasing complexity: With some special focus on culture,"Puu, T.",2
24903,Journal of Economic Behavior & Org,"1996, Volume 30, Issue 3",Multi-country tests for the oscillator model with slowly varying coefficients,"Ramsey, James B. & Keenan, Sean",2
25510,Journal of Economic Theory,"2013, Volume 148, Issue 4",Risk-sharing and crises. Global games of regime change with endogenous wealth,"Campos, Rodolfo G.",2
26445,Journal of Economic Theory,"2004, Volume 119, Issue 1",Introduction: macroeconomic implications of capital flows in a global economy,"Bansal, Ravi & Christiano, Lawrence & Mendoza, Enrique G.",2
31639,Journal of Industrial Economics,"2009, Volume 57, Issue 4",OPTIMAL AUCTIONS WHEN A SELLER IS BOUND TO SELL TO COLLUSIVE BIDDERS -super-*,Nicolas Gruyer,2
24973,Journal of Economic Behavior & Org,"1995, Volume 28, Issue 1","Labour market institutions, liquidity constraints, and macroeconomic stability","Lichtenberg, Frank R.",2
30520,Journal of Financial Economics,"1999, Volume 51, Issue 2","Deregulation, disintermediation, and agency costs of debt: evidence from Japan","anderson, Christopher W. & K. Makhija, Anil",2
31609,Journal of Industrial Economics,"2010, Volume 58, Issue 3",ON THE VALUE OF A LARGE CUSTOMER BASE IN MARKETS WITH SWITCHING COSTS -super-*,Robert C. Schmidt,2
50696,Journal of Law & Economics,"Vol. 57, No. S3, August 2014",Borks Strategy and the Influence of the Chicago School on Modern Antitrust Law,George L. Priest,2
22169,Journal of Econometrics,"1998, Volume 85, Issue 2",System estimators of cointegrating matrix in absence of normalising information,"Minxian, Yang",2
41727,Oxford Economic Paper,"2003, Volume 55, Issue 2",The empirical relationship between UK net corporate borrowing and stockbuilding,Paul Mizen,2
38440,Journal of Risk & Uncertainty,"2002, Volume 25, Issue 1",Compensation for What? An Analysis of Insurance Strategies for Repairable Assets,"Koehl, Pierre-Francois & Villeneuve, Bertrand",2
20206,Journal of Development Economics,"1995, Volume 46, Issue 2",The optimal revenue tariff for public input provision: A further result on Feehan,"Chang, Ming Chung",2
20443,Journal of Econometrics,"2013, Volume 177, Issue 1",Finite-sample exact tests for linear regressions with bounded dependent variables,"Gossner, Olivier & Schlag, Karl H.",2
22824,Journal of Economic Behavior & Org,"2013, Volume 94, Issue C",Economic probes of mental function and the extraction of computational phenotypes,"Kishida, Kenneth T. & Montague, P. Read",2
23102,Journal of Economic Behavior & Org,"2012, Volume 83, Issue 2",Who will monitor the monitors? Informal law enforcement and collusion at Champagne,"Guha, Brishti",2
23365,Journal of Economic Behavior & Org,"2010, Volume 76, Issue 3",Rational investor sentiment in a repeated stochastic game with imperfect monitoring,"Gerber, Anke & Hens, Thorsten & Vogt, Bodo",2
26797,Journal of Economic Theory,"2001, Volume 99, Issue 1-2",Dynamic Consequences of Stabilization Policies Based on a Return to a Gold Standard,"Paal, Beatrix",2
22910,Journal of Economic Behavior & Org,"2013, Volume 91, Issue C","Resource allocation, affluence and deadweight loss when relative consumption matters","Eaton, B. Curtis & Matheson, Jesse A.",2
36935,Journal of Public Economics,"2007, Volume 91, Issue 5-6",Anti-discrimination rules versus income taxation in the pursuit of horizontal equity,"Blumkin, Tomer & Margalioth, Yoram & Sadka, Efraim",2
22637,Journal of Economic Behavior & Org,"2014, Volume 107, Issue PA",Conflicts of interest distort public evaluations: Evidence from NCAA football coaches,"Kotchen, Matthew J. & Potoski, Matthew",2
23898,Journal of Economic Behavior & Org,"2008, Volume 65, Issue 1",Selling the store to the HMO: A life insurance contract for optimal provision of care,"Burkey, Mark L.",2
22602,Journal of Economic Behavior & Org,"2014, Volume 108, Issue C",Providing revenue-generating projects under a fair mechanism: An experimental analysis,"Gth, Werner & Koukoumelis, Anastasios & Levati, M. Vittoria & Ploner, Matteo",2
51147,Journal of Law & Economics,"Vol. 42, No. S1, April 1999",Management Turnover and Corporate Governance Changes following the Revelation of Fraud,By Anup Agrawal& Jeffrey F. Jaffe& Jonathan M. Karpoff,2
23306,Journal of Economic Behavior & Org,"2011, Volume 78, Issue 1",Optimal control of interacting systems with DNSS property: The case of illicit drug use,"Zeiler, I. & Caulkins, J.P. & Tragler, G.",2
22544,Journal of Econometrics,"1994, Volume 61, Issue 2",The exact powers of some autocorrelation tests when the disturbances are heteroscedastic,"Small, John P.",2
20940,Journal of Econometrics,"2010, Volume 155, Issue 2","The dynamic invariant multinomial probit model: Identification, pretesting and estimation","Liesenfeld, Roman & Richard, Jean-Franois",2
23296,Journal of Economic Behavior & Org,"2011, Volume 78, Issue 3",Matching technology and the choice of punishment institutions in a prisoners dilemma game,"Grimm, Veronika & Mengel, Friederike",2
38524,Journal of Risk & Uncertainty,"1999, Volume 18, Issue 3",Pretrial Bargaining in the Face of a Random Court Decision: Evidence from Laboratory Games,"Delrossi, Alison F & Phillips, Owen R",2
26604,Journal of Economic Theory,"2003, Volume 109, Issue 2",A metric for assessing the goodness of income distributions and the effect of price changes,"Fisher, Franklin M.",2
40831,Marketing Science,"2008, Volume 27, Issue 3","Net Promoter, Recommendations, and Business Performance: A Clarification on Morgan and Rego",Timothy L. Keiningham & Lerzan Aksoy & Bruce Cooil & Tor Wallin andreassen,2
44071,Review of Economics & Statistics,"2008, Volume 90, Issue 4",Incorporating Minimum Subsistence Consumption into International Comparisons of Real Income,Robert Ackland,2
22607,Journal of Economic Behavior & Org,"2014, Volume 108, Issue C",Discriminatory taxes are unpopula?????Even when they are efficient and distributionally fair,"Sausgruber, Rupert & Tyran, Jean-Robert",2
33946,Journal of Money Credit & Banking,"2014, Volume 46, Issue 1","The Allocation of Aggregate Risk, Secondary Market Trades, and Financial Boo?????Bust Cycles",Paul Beaudry & Amartya Lahiri,2
32054,"Journal of Law, Economics & Organization","2014, Volume 30, Issue 3","Leaders: Privilege, Sacrifice, Opportunity, and Personnel Economics in the American Civil War",Dora L. Costa,2
20375,Journal of Econometrics,"2014, Volume 178, Issue P3",An asymptotic analysis of likelihood-based diffusion model selection using high frequency data,"Choi, Hwan-sik & Jeong, Minsoo & Park, Joon Y.",2
21096,Journal of Econometrics,"2008, Volume 147, Issue 1",Testing for multivariate volatility functions using minimum volume sets and inverse regression,"Polonik, Wolfgang & Yao, Qiwei",2
46894,Scandinavian Journal of Economics,"1999, Volume 101, Issue 3","Labour Hoarding, Price Rigidity and the Theory of Imperfect Competition under Uncertain Demand","Toulemonde, Eric",2
55403,Journal of International Economics,"Pages 1-266 (8 March 2007), Volum71,Issue1","Trade policy, trade volumes and plant-level productivity in Colombian manufacturing industries",Ana M. Fernandes,2
33891,Journal of Money Credit & Banking,"2014, Volume 46, Issue S2","Inflation, Employment, and Monetary Policy: Objectives and Outcomes in the UK and U.S. Compared",David Miles,2
43486,Review of Economic Dynamics,"2000, Volume 3, Issue 3",How Significant are Departures from Certainty Equivalence? Some Analytical and Empirical Results,Abdelhak S. Senhadji,2
31305,Journal of Human Resources,"1998, Volume 33, Issue 4",Rising Income among Families with Members Receiving Aid to Families with Dependent Children (AFDC),Richard Bavier,2
48973,World Development,"2002, Volume 30, Issue 4",Efficiency Gains from Port Reform and the Potential for Yardstick Competition: Lessons from Mexico,"Estache, Antonio & Gonzalez, Marianela & Trujillo, Lourdes",2
21629,Journal of Econometrics,"2004, Volume 122, Issue 2",Fully modified semiparametric GLS estimation for regressions with nonstationary seasonal regressors,"Shin, Dong Wan & Oh, Man-Suk",2
41367,Oxford Economic Paper,"2013, Volume 65, Issue 4",Helping others or helping oneself? International subsidies and the provision of global public goods,Ramses H. Abul Naga & Philip Jones,2
20267,Journal of Development Economics,"1994, Volume 43, Issue 2",The benefits of inflation in the economies with price controls and the cash-in-advance black markets,"Stanczak, Kazimierz",2
29027,Journal of Finance,"1995, Volume 50, Issue 1","Information Quality, Performance Measurement, and Security Demand in Rational Expectations Economies","Noe, Thomas H & Ramamurtie, Buddhavarapu Sailesh",2
50769,Journal of Law & Economics,"Vol. 55, No. 3, August 2012",A Sex Difference in Risk Taking and Promotions in Hierarchies: Evidence from Females in Legislatures,Dino Falaschetti,2
23032,Journal of Economic Behavior & Org,"2012, Volume 84, Issue 2",Exclusive nightclubs and lonely hearts columns: Non-monotone participation in optional intermediation,"De Fraja, Gianni & Skovics, Jzsef",2
24741,Journal of Economic Behavior & Org,"1998, Volume 36, Issue 1",The linear quadratic inventory model as a micro foundation for Keynesian theories of the business cycle,"Naish, Howard F.",2
31706,Journal of Industrial Economics,"2007, Volume 55, Issue 4",THE EFFECT OF GROUP SIZE and ASYMMETRIES ON THE INCENTIVE TO REVEAL GROUP-SPECIFIC INFORMATION -super-*,David Reiffen,2
41376,Oxford Economic Paper,"2013, Volume 65, Issue 2",Real wage cyclicality and the Great Depression: evidence from British engineering and metal working firms,Robert A. Hart & J. Elizabeth Roberts,2
31025,Journal of Human Resources,"2006, Volume 41, Issue 3",Is the Marginal Child More Likely to be Murdered?:An Examination of State Abortion Ratios & Infant Homicide,David E. Kalist&Noelle A. Molinari,2
47076,Scandinavian Journal of Economics,"1994, Volume 96, Issue 1",On the Common Factors between Restricted and Unrestricted Share: Evidence from a Partly Segmented Stock Market,"Martikainen, Teppo, et al",2
24179,Journal of Economic Behavior & Org,"2005, Volume 56, Issue 3",Necessary and sufficient conditions for the equivalence of economic and ecological criteria in range management,"Batabyal, Amitrajeet A.",2
20248,Journal of Development Economics,"1994, Volume 44, Issue 2",A note on dual foreign exchange markets with official rationing: Predetermined versus floating official exchange rate,"Lizondo, J. Saul",2
32137,"Journal of Law, Economics & Organization","2012, Volume 28, Issue 3",Who Sits at the Table in the House of Labor? Rank-and-File Citizenship and the Unraveling of Confederal Organizations,John S. Ahlquist,2
22919,Journal of Economic Behavior & Org,"2013, Volume 90, Issue S",The importance of risk tolerance and knowledge when considering the evolution of inequity responses across the primates,"DeAngelo, Gregory & Brosnan, Sarah F.",2
40460,Marketing Science,"2014, Volume 33, Issue 1","Manufacturer & Retailer Strategies to Impact Store Br& Share: Global Integration, Local Adaptation, & Worldwide Learning",Jan-Benedict E. M. Steenkamp& Inge Geyskens,2
47834,World Development,"2011, Volume 39, Issue 2",Revisiting Between-Group Inequality Measurement: An Application to the Dynamics of Caste Inequality in Two Indian Villages,"Lanjouw, Peter & Rao, Vijayendra",2
37682,Journal of Public Economics,"1999, Volume 73, Issue 1",On the difference between the compensating and equivalent variations due to a change in an exogenously determined commodity,"Latham, Roger",2
33936,Journal of Money Credit & Banking,"2014, Volume 46, Issue 2-3","Returns to Scale, Market Power, and the Nature of Price Rigidity in New Keynesian Models with Sel?????Fulfilling Expectations",Kevin X.D. Huang & Qinglai Meng,2
30813,Journal of Human Resources,"2012, Volume 47, Issue 4",Compensating Differentials & Income Taxes: Are the Wages of Dangerous Jobs More Responsive to Tax Changes than the Wages of Safe Jobs?,David Powell,2
40427,Marketing Science,"2014, Volume 33, Issue 5",Valuing Customer Portfolios with Endogenous Mass & Direct Marketing Interventions Using a Stochastic Dynamic Programming Decomposition,Mercedes Esteban-Bravo& Jose M. Vidal-Sanz& Gkhan Yildirim,2
24284,Journal of Economic Behavior & Org,"2004, Volume 53, Issue 1","How to measure social interactions via group selection?: Cultural group selection, coevolutionary processes, and large-scale cooperation: a comment","Aruka, Yuji",2
39480,Journal of Urban Economics,"2013, Volume 73, Issue 1",Saving and consumption in cities,"Frame, David",1
26616,Journal of Economic Theory,"2003, Volume 109, Issue 1",Quality undersupply and oversupply,"Blouin, Max R.",1
41391,Oxford Economic Paper,"2013, Volume 65, Issue 2",Sorting and sustaining cooperation,Nick Vikander,1
23709,Journal of Economic Behavior & Org,"2008, Volume 68, Issue 3-4",Mergers in durable goods industries,"Sagasta, Amagoia & Saracho, Ana I.",1
25889,Journal of Economic Theory,"2010, Volume 145, Issue 1",Bayesian consistent belief selection,"Chambers, Christopher P. & Hayashi, Takashi",1
50115,Journal of Labor Economics,"Vol. 31, No. 2, Part 2, April 2013",Data Improvement and Labor Economics,Kevin F. Hallock,1
25049,Journal of Economic Behavior & Org,"1994, Volume 25, Issue 1",The competition for rationed resources,"Goldfeld, Stephen M. & Quandt, Richard E.",1
25492,Journal of Economic Theory,"2013, Volume 148, Issue 5",Eliciting information from a committee,"Zapechelnyuk, andriy",1
